TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,REGION_RATING_CLIENT
0,Cash loans,M,202500,497520,Working,Secondary / secondary special,Single / not married,-8244,2
0,Cash loans,F,40500,381528,Working,Secondary / secondary special,Married,-11231,2
0,Cash loans,F,90000,225000,Commercial associate,Secondary / secondary special,Single / not married,-17921,2
0,Cash loans,M,148500,392427,Pensioner,Secondary / secondary special,Widow,-23694,3
0,Cash loans,M,225000,508495.5,Working,Secondary / secondary special,Single / not married,-14718,2
0,Cash loans,M,180000,254700,Commercial associate,Secondary / secondary special,Married,-19916,2
0,Cash loans,F,333000,247500,Commercial associate,Higher education,Civil marriage,-11988,2
0,Revolving loans,F,121500,337500,Pensioner,Secondary / secondary special,Married,-20454,2
0,Cash loans,F,157500,254700,Working,Higher education,Married,-10094,1
0,Cash loans,F,126000,405000,Commercial associate,Higher education,Widow,-10669,3
0,Cash loans,M,117000,679500,Pensioner,Secondary / secondary special,Married,-19990,2
0,Cash loans,F,180000,2220259.5,Commercial associate,Higher education,Married,-12087,2
0,Cash loans,F,180000,1535553,Working,Secondary / secondary special,Married,-16665,2
0,Cash loans,F,188100,454500,Working,Secondary / secondary special,Married,-20947,2
0,Cash loans,M,180000,225000,Working,Secondary / secondary special,Single / not married,-15290,2
0,Cash loans,F,337500,487971,Working,Secondary / secondary special,Widow,-16760,2
0,Cash loans,M,180000,509922,Working,Higher education,Married,-19151,1
0,Cash loans,F,126000,284400,State servant,Secondary / secondary special,Civil marriage,-13438,2
0,Cash loans,F,247500,562491,Pensioner,Secondary / secondary special,Married,-22332,2
0,Revolving loans,F,81000,180000,Working,Secondary / secondary special,Civil marriage,-8451,2
0,Cash loans,F,157500,518562,Commercial associate,Secondary / secondary special,Married,-12065,2
0,Cash loans,F,72000,781920,Pensioner,Secondary / secondary special,Widow,-21966,2
1,Cash loans,F,72000,1071909,Working,Secondary / secondary special,Married,-16492,3
0,Cash loans,F,67500,101880,Working,Secondary / secondary special,Single / not married,-10418,2
0,Revolving loans,M,283500,270000,Working,Incomplete higher,Married,-11231,2
0,Cash loans,M,157500,1078200,Working,Secondary / secondary special,Married,-13321,2
0,Cash loans,F,198000,715095,Pensioner,Secondary / secondary special,Married,-22255,2
0,Cash loans,F,126000,755190,Pensioner,Secondary / secondary special,Married,-23414,3
0,Revolving loans,F,76500,180000,Working,Secondary / secondary special,Single / not married,-17637,3
0,Cash loans,M,135000,780363,Pensioner,Secondary / secondary special,Married,-18675,3
0,Cash loans,F,45000,328405.5,Working,Secondary / secondary special,Married,-13886,2
0,Cash loans,F,99000,533668.5,Commercial associate,Secondary / secondary special,Married,-16724,2
0,Cash loans,F,90000,158301,Working,Secondary / secondary special,Widow,-25121,2
0,Cash loans,F,112500,675000,State servant,Secondary / secondary special,Married,-15894,2
0,Cash loans,F,112500,405000,Working,Secondary / secondary special,Civil marriage,-14689,2
0,Cash loans,F,135000,254700,Working,Secondary / secondary special,Married,-15037,2
0,Cash loans,F,112500,1125000,Working,Secondary / secondary special,Married,-11631,2
0,Cash loans,F,180000,521280,Working,Secondary / secondary special,Married,-17864,2
0,Revolving loans,M,157500,450000,Working,Secondary / secondary special,Married,-15600,2
0,Cash loans,M,157500,1125000,Working,Secondary / secondary special,Married,-15830,2
0,Cash loans,M,135000,592560,Pensioner,Secondary / secondary special,Married,-22265,2
0,Cash loans,M,225000,550980,Working,Secondary / secondary special,Single / not married,-8488,2
0,Cash loans,F,225000,263686.5,Working,Secondary / secondary special,Single / not married,-14002,2
0,Cash loans,M,292500,787500,Working,Secondary / secondary special,Married,-16765,2
0,Cash loans,F,135000,1467612,Working,Secondary / secondary special,Married,-13478,3
0,Cash loans,M,351000,1971072,Pensioner,Higher education,Married,-22336,1
0,Cash loans,F,90000,203760,Pensioner,Secondary / secondary special,Married,-21511,2
0,Revolving loans,F,112500,225000,Working,Secondary / secondary special,Single / not married,-16004,2
0,Cash loans,F,135000,592560,Working,Secondary / secondary special,Married,-11168,2
0,Cash loans,F,90000,495000,Working,Secondary / secondary special,Married,-15142,2
1,Cash loans,M,126000,539230.5,Working,Secondary / secondary special,Single / not married,-12762,2
0,Cash loans,F,225000,1006920,Working,Higher education,Married,-18288,2
0,Cash loans,M,112500,918000,Working,Secondary / secondary special,Single / not married,-9899,2
0,Cash loans,F,54000,258709.5,Pensioner,Secondary / secondary special,Single / not married,-24774,2
0,Cash loans,F,135000,481495.5,Working,Secondary / secondary special,Married,-14332,2
0,Cash loans,F,99000,67500,Working,Secondary / secondary special,Single / not married,-10887,2
0,Cash loans,M,315000,405000,Working,Incomplete higher,Married,-9128,2
0,Cash loans,F,135000,574002,Working,Secondary / secondary special,Married,-18586,2
0,Revolving loans,M,135000,202500,Commercial associate,Higher education,Married,-18845,1
0,Cash loans,M,117000,225000,Working,Higher education,Married,-13070,2
0,Cash loans,F,135000,1319269.5,State servant,Higher education,Married,-16553,3
0,Cash loans,M,135000,299772,Commercial associate,Secondary / secondary special,Married,-13319,2
0,Cash loans,M,157500,229230,Working,Secondary / secondary special,Civil marriage,-9800,2
0,Cash loans,F,90000,301500,Pensioner,Secondary / secondary special,Married,-23357,2
0,Cash loans,F,157500,1557103.5,Commercial associate,Higher education,Married,-15879,3
0,Cash loans,M,270000,1076247,Working,Secondary / secondary special,Married,-11665,3
0,Cash loans,F,81000,450000,Working,Secondary / secondary special,Married,-17723,2
0,Cash loans,F,103500,50940,Working,Secondary / secondary special,Married,-11516,3
0,Cash loans,M,180000,797814,Working,Secondary / secondary special,Married,-18067,2
0,Cash loans,F,90000,360000,State servant,Secondary / secondary special,Married,-21284,2
0,Cash loans,F,157500,815607,Commercial associate,Higher education,Married,-14360,2
0,Cash loans,F,180000,490005,Working,Lower secondary,Civil marriage,-14712,2
0,Cash loans,F,112500,157500,Working,Higher education,Married,-11432,3
0,Cash loans,F,135000,917451,Working,Secondary / secondary special,Separated,-14760,2
1,Cash loans,M,450000,302206.5,Pensioner,Higher education,Married,-23672,1
0,Cash loans,M,126000,450000,Pensioner,Secondary / secondary special,Married,-22967,2
0,Cash loans,F,315000,556870.5,Commercial associate,Secondary / secondary special,Married,-23072,2
0,Cash loans,F,247500,1288350,State servant,Higher education,Married,-16583,3
0,Cash loans,F,103500,481495.5,Commercial associate,Secondary / secondary special,Single / not married,-10040,3
0,Cash loans,M,225000,792162,Commercial associate,Secondary / secondary special,Single / not married,-15642,2
0,Cash loans,F,270000,675000,Commercial associate,Secondary / secondary special,Single / not married,-14945,2
0,Cash loans,F,90000,584766,Working,Secondary / secondary special,Married,-14297,2
0,Cash loans,F,315000,508495.5,State servant,Higher education,Married,-15858,2
0,Cash loans,F,45000,284400,Pensioner,Higher education,Married,-23885,2
0,Cash loans,F,247500,218938.5,Working,Secondary / secondary special,Married,-19503,2
0,Cash loans,F,135000,783927,Working,Higher education,Married,-13280,2
0,Cash loans,M,135000,1961217,Pensioner,Secondary / secondary special,Married,-20480,1
0,Cash loans,F,247500,495000,Working,Higher education,Married,-18207,2
0,Cash loans,F,270000,1575000,Working,Incomplete higher,Separated,-12221,1
0,Cash loans,M,85500,315000,Working,Secondary / secondary special,Civil marriage,-20743,2
0,Cash loans,F,90000,50940,Working,Secondary / secondary special,Separated,-13624,2
0,Cash loans,F,157500,568197,Commercial associate,Secondary / secondary special,Single / not married,-15422,1
0,Cash loans,M,108000,509602.5,Working,Secondary / secondary special,Married,-12931,2
0,Cash loans,F,135000,231813,Commercial associate,Secondary / secondary special,Married,-10641,2
1,Cash loans,F,180000,506902.5,Working,Secondary / secondary special,Married,-12361,2
0,Cash loans,F,90000,566055,Working,Secondary / secondary special,Married,-13528,2
0,Cash loans,F,135000,472500,Working,Higher education,Married,-15502,2
0,Cash loans,F,270000,835380,Working,Secondary / secondary special,Married,-20914,1
0,Cash loans,M,180000,948582,Commercial associate,Secondary / secondary special,Married,-17878,2
0,Cash loans,F,126000,276277.5,Working,Secondary / secondary special,Civil marriage,-14469,3
0,Cash loans,M,157500,292500,Pensioner,Secondary / secondary special,Married,-23638,2
0,Revolving loans,F,202500,180000,Commercial associate,Higher education,Single / not married,-8122,3
0,Cash loans,F,112500,448056,Working,Secondary / secondary special,Single / not married,-19199,2
1,Cash loans,F,216000,1125000,Commercial associate,Secondary / secondary special,Married,-11140,2
0,Cash loans,F,99000,189000,Pensioner,Secondary / secondary special,Civil marriage,-22379,2
0,Cash loans,F,112500,526491,State servant,Higher education,Married,-13745,2
0,Revolving loans,M,157500,180000,Working,Secondary / secondary special,Married,-8283,2
1,Cash loans,M,90000,254700,Working,Secondary / secondary special,Married,-12505,2
0,Cash loans,F,216000,351000,State servant,Higher education,Single / not married,-9236,2
0,Cash loans,F,225000,797868,Working,Secondary / secondary special,Widow,-16315,2
0,Cash loans,M,171000,675000,Working,Secondary / secondary special,Married,-19723,3
0,Cash loans,M,360000,781920,Working,Secondary / secondary special,Married,-20343,2
0,Revolving loans,F,315000,900000,Commercial associate,Higher education,Married,-12556,3
0,Cash loans,F,76500,225000,Working,Secondary / secondary special,Single / not married,-9651,3
0,Cash loans,M,180000,326893.5,Commercial associate,Secondary / secondary special,Married,-10732,3
0,Cash loans,F,157500,239850,State servant,Secondary / secondary special,Civil marriage,-11114,2
0,Cash loans,F,67500,360000,Pensioner,Higher education,Married,-20365,2
0,Cash loans,F,225000,295168.5,Pensioner,Higher education,Married,-19430,2
0,Cash loans,M,135000,127350,Working,Secondary / secondary special,Married,-19320,2
0,Cash loans,F,180000,540000,Working,Secondary / secondary special,Married,-16868,3
0,Cash loans,M,247500,1078200,Working,Secondary / secondary special,Married,-15623,3
0,Revolving loans,F,292500,135000,Commercial associate,Higher education,Civil marriage,-14189,1
0,Cash loans,F,157500,225000,Working,Secondary / secondary special,Married,-13344,3
0,Cash loans,F,72000,521280,Working,Incomplete higher,Married,-18386,2
0,Cash loans,F,180000,808650,Pensioner,Secondary / secondary special,Single / not married,-20155,2
0,Cash loans,F,67500,675000,Working,Secondary / secondary special,Married,-18769,2
0,Cash loans,F,144000,288873,Working,Secondary / secondary special,Single / not married,-18209,2
0,Cash loans,F,247500,850846.5,Working,Secondary / secondary special,Widow,-19131,2
0,Cash loans,M,112500,83403,Commercial associate,Secondary / secondary special,Married,-15698,2
0,Cash loans,F,112500,595903.5,Commercial associate,Higher education,Married,-10586,2
0,Cash loans,M,112500,314055,Working,Secondary / secondary special,Single / not married,-10238,3
0,Cash loans,F,247500,1125000,Working,Higher education,Married,-15211,2
0,Cash loans,F,67500,184500,Pensioner,Secondary / secondary special,Civil marriage,-22005,2
1,Cash loans,F,76500,450000,State servant,Secondary / secondary special,Single / not married,-22918,2
0,Cash loans,F,81000,425133,Working,Secondary / secondary special,Separated,-19553,2
0,Cash loans,F,103500,279000,Pensioner,Incomplete higher,Single / not married,-23360,2
0,Cash loans,F,202500,1035832.5,Working,Secondary / secondary special,Married,-14637,2
0,Cash loans,M,180000,450000,Working,Higher education,Single / not married,-10296,2
0,Cash loans,F,67500,203760,Working,Secondary / secondary special,Married,-18305,2
0,Cash loans,F,90000,612612,Working,Incomplete higher,Married,-10474,3
0,Revolving loans,F,180000,450000,Commercial associate,Secondary / secondary special,Married,-8082,1
0,Cash loans,F,112500,862560,Working,Higher education,Married,-19331,2
0,Cash loans,F,180000,814041,Working,Secondary / secondary special,Widow,-23606,3
0,Cash loans,F,112500,219870,Commercial associate,Secondary / secondary special,Married,-11837,2
0,Cash loans,F,31500,135000,Pensioner,Secondary / secondary special,Married,-23136,2
0,Cash loans,F,90000,634500,Pensioner,Secondary / secondary special,Married,-19269,2
0,Cash loans,M,157500,997974,Commercial associate,Secondary / secondary special,Married,-21267,1
0,Cash loans,M,180000,135000,Working,Secondary / secondary special,Married,-18054,2
0,Cash loans,F,225000,267102,Commercial associate,Secondary / secondary special,Married,-18184,2
0,Cash loans,F,112500,755190,Commercial associate,Secondary / secondary special,Married,-15541,2
0,Cash loans,M,328500,315666,State servant,Secondary / secondary special,Married,-11659,2
0,Cash loans,F,112500,524403,Commercial associate,Secondary / secondary special,Married,-18387,2
0,Cash loans,M,180000,125640,Commercial associate,Secondary / secondary special,Married,-14858,3
0,Cash loans,F,301500,314100,Working,Secondary / secondary special,Separated,-18216,2
0,Cash loans,F,144000,754740,Working,Secondary / secondary special,Married,-18073,2
0,Cash loans,F,90000,753840,Working,Secondary / secondary special,Married,-15772,2
0,Cash loans,F,180000,242595,Working,Higher education,Single / not married,-11690,2
0,Cash loans,M,225000,679500,Commercial associate,Secondary / secondary special,Married,-12430,2
1,Cash loans,M,202500,659533.5,State servant,Secondary / secondary special,Married,-14000,3
0,Cash loans,F,135000,640080,Commercial associate,Secondary / secondary special,Married,-16809,3
0,Cash loans,F,31500,630747,Pensioner,Secondary / secondary special,Married,-22213,2
0,Cash loans,M,92250,219042,Pensioner,Secondary / secondary special,Single / not married,-22294,2
0,Cash loans,F,112500,497520,Commercial associate,Secondary / secondary special,Married,-12139,2
0,Revolving loans,M,135000,180000,Working,Secondary / secondary special,Married,-9468,2
0,Revolving loans,F,112500,315000,Working,Secondary / secondary special,Civil marriage,-17204,2
0,Cash loans,F,90000,270000,Pensioner,Secondary / secondary special,Civil marriage,-21594,2
0,Cash loans,F,135000,1129500,Working,Secondary / secondary special,Married,-14648,2
0,Cash loans,F,67500,148500,Working,Secondary / secondary special,Married,-21696,2
0,Cash loans,M,180000,1288350,Commercial associate,Secondary / secondary special,Married,-22779,2
0,Cash loans,F,247500,900000,Working,Higher education,Civil marriage,-17077,2
0,Cash loans,F,225000,874363.5,State servant,Secondary / secondary special,Married,-15270,1
0,Cash loans,M,360000,412942.5,Working,Secondary / secondary special,Married,-10036,2
0,Cash loans,F,247500,527373,Commercial associate,Secondary / secondary special,Widow,-21468,2
0,Revolving loans,F,85500,202500,Working,Secondary / secondary special,Separated,-14891,3
0,Cash loans,F,360000,279000,State servant,Higher education,Single / not married,-10239,2
0,Cash loans,M,202500,900000,Pensioner,Higher education,Married,-23031,2
0,Cash loans,F,90000,405000,Commercial associate,Higher education,Married,-9490,2
0,Cash loans,F,198000,900000,Working,Higher education,Single / not married,-17537,3
0,Cash loans,F,112500,544491,Working,Secondary / secondary special,Married,-18453,3
0,Cash loans,F,315000,780363,Working,Higher education,Married,-15168,3
1,Cash loans,M,157500,450000,Working,Higher education,Married,-9611,3
0,Cash loans,F,315000,1078200,Working,Secondary / secondary special,Single / not married,-11802,2
0,Cash loans,M,405000,1262583,Commercial associate,Secondary / secondary special,Separated,-14102,1
0,Revolving loans,M,450000,540000,Commercial associate,Secondary / secondary special,Married,-14273,1
1,Cash loans,F,67500,614574,Pensioner,Secondary / secondary special,Married,-21432,3
0,Cash loans,F,90000,274941,Commercial associate,Secondary / secondary special,Married,-18656,2
0,Cash loans,F,58500,990000,State servant,Higher education,Married,-10971,2
1,Cash loans,F,121500,301500,Working,Secondary / secondary special,Single / not married,-11009,2
0,Cash loans,F,90000,450346.5,Working,Secondary / secondary special,Married,-17616,3
0,Cash loans,M,99000,191880,Working,Secondary / secondary special,Single / not married,-9366,2
0,Cash loans,M,202500,1237500,Working,Secondary / secondary special,Married,-17815,3
0,Cash loans,F,126000,1391418,Pensioner,Secondary / secondary special,Civil marriage,-16943,2
0,Cash loans,M,135000,578619,Commercial associate,Secondary / secondary special,Married,-16818,2
0,Cash loans,M,108000,315000,Working,Secondary / secondary special,Married,-19833,2
0,Cash loans,M,270000,1701229.5,Working,Secondary / secondary special,Married,-13857,1
0,Cash loans,F,180000,521280,Commercial associate,Secondary / secondary special,Widow,-14197,3
0,Cash loans,F,112500,454500,Commercial associate,Higher education,Civil marriage,-19317,2
0,Cash loans,F,67500,298512,Pensioner,Secondary / secondary special,Widow,-23532,1
0,Cash loans,F,202500,987156,Working,Higher education,Married,-22807,3
0,Cash loans,F,270000,495801,Working,Higher education,Married,-21554,2
0,Cash loans,F,76500,824823,Commercial associate,Secondary / secondary special,Married,-18926,2
0,Cash loans,F,112500,1185120,Working,Secondary / secondary special,Married,-13311,2
1,Cash loans,F,81000,373311,Working,Secondary / secondary special,Civil marriage,-10269,3
0,Cash loans,M,67500,354519,Pensioner,Higher education,Married,-24897,1
0,Revolving loans,F,180000,450000,Commercial associate,Higher education,Single / not married,-15753,1
0,Cash loans,F,90000,1288350,Working,Higher education,Married,-14131,3
0,Cash loans,M,180000,538704,Working,Secondary / secondary special,Married,-15809,2
0,Revolving loans,F,135000,360000,Working,Secondary / secondary special,Married,-19127,2
0,Cash loans,F,117000,314055,Commercial associate,Secondary / secondary special,Married,-9165,2
0,Cash loans,F,202500,640080,Commercial associate,Higher education,Separated,-13697,2
0,Cash loans,M,157500,389844,Commercial associate,Secondary / secondary special,Married,-10806,2
0,Cash loans,F,202500,781920,Working,Secondary / secondary special,Married,-15714,2
0,Cash loans,F,135000,383760,Commercial associate,Secondary / secondary special,Civil marriage,-11592,1
0,Cash loans,M,117000,454500,Working,Higher education,Married,-16144,3
0,Cash loans,F,135000,414792,Working,Secondary / secondary special,Single / not married,-16254,3
1,Cash loans,M,157500,608076,Working,Secondary / secondary special,Separated,-22553,2
0,Cash loans,F,2250000,976077,Commercial associate,Higher education,Separated,-22734,2
0,Cash loans,M,225000,781920,Working,Secondary / secondary special,Civil marriage,-11254,3
0,Cash loans,F,90000,754740,Working,Secondary / secondary special,Married,-12903,2
0,Revolving loans,F,135000,135000,Working,Secondary / secondary special,Single / not married,-19808,3
1,Cash loans,F,117000,113760,Working,Higher education,Single / not married,-19139,3
0,Cash loans,F,87750,138474,Pensioner,Secondary / secondary special,Married,-24671,2
0,Revolving loans,F,67500,202500,Working,Higher education,Single / not married,-11717,2
0,Cash loans,F,180000,497520,Working,Secondary / secondary special,Civil marriage,-8697,2
0,Cash loans,F,202500,298512,Commercial associate,Higher education,Single / not married,-12052,2
0,Cash loans,F,157500,562491,Working,Higher education,Married,-19536,2
0,Cash loans,F,58500,269550,Commercial associate,Secondary / secondary special,Married,-14415,2
0,Cash loans,F,135000,388066.5,State servant,Secondary / secondary special,Single / not married,-17545,2
0,Cash loans,M,265500,337500,Commercial associate,Higher education,Married,-9491,2
0,Cash loans,F,45000,254700,Pensioner,Secondary / secondary special,Married,-23815,2
0,Cash loans,M,360000,1288350,Working,Secondary / secondary special,Married,-20135,2
0,Cash loans,F,49500,54000,Pensioner,Secondary / secondary special,Single / not married,-22269,2
0,Cash loans,F,225000,1546020,Working,Secondary / secondary special,Married,-13195,2
0,Cash loans,M,202500,384048,Commercial associate,Secondary / secondary special,Married,-13923,2
0,Cash loans,M,90000,152820,Working,Secondary / secondary special,Single / not married,-18731,2
0,Revolving loans,M,135000,157500,Working,Secondary / secondary special,Single / not married,-14800,2
1,Cash loans,M,135000,677664,Working,Secondary / secondary special,Married,-9324,2
0,Cash loans,F,135000,781920,Commercial associate,Secondary / secondary special,Married,-9914,2
0,Cash loans,F,85500,252000,Working,Secondary / secondary special,Married,-11551,2
0,Cash loans,M,90000,225000,Working,Secondary / secondary special,Married,-11348,3
0,Cash loans,F,225000,419679,Commercial associate,Secondary / secondary special,Married,-11622,2
0,Cash loans,F,202500,132444,Commercial associate,Higher education,Widow,-23255,2
0,Cash loans,F,90000,562491,Working,Secondary / secondary special,Married,-19491,2
0,Cash loans,F,157500,1350000,Pensioner,Secondary / secondary special,Widow,-23460,2
0,Cash loans,M,180000,495000,Working,Secondary / secondary special,Married,-10049,2
1,Cash loans,F,90000,319981.5,Working,Secondary / secondary special,Civil marriage,-17294,3
0,Revolving loans,M,153000,180000,Commercial associate,Higher education,Married,-13813,2
0,Cash loans,F,112500,675000,Working,Secondary / secondary special,Widow,-19135,2
0,Cash loans,F,112500,148500,Commercial associate,Secondary / secondary special,Married,-13396,2
0,Cash loans,F,112500,352044,Pensioner,Secondary / secondary special,Married,-23023,2
0,Cash loans,F,90000,648351,Working,Secondary / secondary special,Married,-17689,2
0,Cash loans,F,270000,1467612,Commercial associate,Secondary / secondary special,Married,-15121,1
0,Revolving loans,F,135000,157500,Pensioner,Secondary / secondary special,Married,-21808,2
0,Cash loans,M,152455.5,913500,Commercial associate,Higher education,Married,-9377,2
0,Cash loans,M,171000,900000,State servant,Secondary / secondary special,Single / not married,-8276,2
1,Cash loans,M,225000,521280,Commercial associate,Secondary / secondary special,Married,-13227,3
1,Cash loans,F,90000,118602,Pensioner,Secondary / secondary special,Married,-23185,2
0,Cash loans,F,225000,819432,State servant,Higher education,Married,-20994,2
0,Cash loans,F,67500,202500,Working,Secondary / secondary special,Married,-18867,2
1,Cash loans,F,180000,585000,Commercial associate,Secondary / secondary special,Married,-18433,2
0,Cash loans,F,112500,453514.5,Working,Secondary / secondary special,Married,-13672,3
0,Cash loans,F,112500,506232,Working,Higher education,Single / not married,-9102,2
0,Cash loans,M,135000,675000,Pensioner,Secondary / secondary special,Married,-22309,2
0,Revolving loans,F,90000,135000,Working,Incomplete higher,Single / not married,-7789,2
0,Revolving loans,F,112500,315000,Commercial associate,Secondary / secondary special,Married,-12360,2
0,Cash loans,M,112500,677664,Working,Secondary / secondary special,Married,-14472,2
0,Cash loans,F,225000,497520,Working,Secondary / secondary special,Married,-13928,3
0,Cash loans,F,202500,1035832.5,Working,Secondary / secondary special,Married,-16989,2
0,Cash loans,M,135000,772686,Working,Higher education,Married,-13940,2
1,Cash loans,M,171000,927252,Working,Secondary / secondary special,Widow,-21311,2
0,Cash loans,F,90000,1125000,Pensioner,Secondary / secondary special,Married,-21139,2
0,Cash loans,M,82350,355536,Working,Secondary / secondary special,Civil marriage,-12818,3
0,Cash loans,F,87750,152820,Working,Higher education,Married,-18038,3
0,Cash loans,F,270000,862560,Working,Secondary / secondary special,Married,-11191,1
0,Cash loans,F,99000,359725.5,Working,Secondary / secondary special,Married,-19854,3
0,Cash loans,F,112500,254700,Pensioner,Secondary / secondary special,Separated,-24666,2
0,Cash loans,F,121500,770292,Commercial associate,Higher education,Married,-13081,2
0,Cash loans,M,180000,301500,Working,Higher education,Married,-10326,2
0,Revolving loans,F,216000,630000,Commercial associate,Secondary / secondary special,Married,-12974,2
0,Cash loans,M,189000,225000,Working,Secondary / secondary special,Separated,-15754,2
0,Cash loans,M,135000,414792,Commercial associate,Secondary / secondary special,Single / not married,-8162,3
0,Cash loans,F,99000,112068,Working,Secondary / secondary special,Civil marriage,-16404,2
0,Cash loans,F,175500,1506816,Pensioner,Secondary / secondary special,Married,-19994,2
0,Cash loans,M,99000,276277.5,State servant,Secondary / secondary special,Married,-19174,2
0,Cash loans,F,135000,533304,Commercial associate,Higher education,Single / not married,-8407,2
1,Cash loans,F,67500,540000,Working,Secondary / secondary special,Civil marriage,-13152,2
0,Revolving loans,M,135000,270000,Working,Secondary / secondary special,Separated,-19448,2
0,Cash loans,F,315000,1066320,Commercial associate,Higher education,Married,-16188,1
0,Cash loans,M,405000,728460,Working,Secondary / secondary special,Married,-14715,1
0,Cash loans,F,180000,549000,Working,Secondary / secondary special,Married,-17429,2
0,Cash loans,F,157500,494118,Working,Secondary / secondary special,Married,-22064,2
0,Cash loans,F,121500,568057.5,Working,Incomplete higher,Single / not married,-9717,2
0,Cash loans,M,67500,753840,Pensioner,Secondary / secondary special,Married,-22395,2
0,Cash loans,M,292500,675000,Working,Secondary / secondary special,Married,-10891,2
0,Cash loans,M,54000,454500,Working,Secondary / secondary special,Married,-18324,2
0,Revolving loans,F,135000,270000,Working,Incomplete higher,Married,-8257,3
0,Cash loans,F,67500,511249.5,Working,Secondary / secondary special,Married,-19713,3
0,Cash loans,M,270000,545040,Working,Secondary / secondary special,Married,-12156,2
0,Cash loans,F,135000,288873,Commercial associate,Higher education,Single / not married,-10767,2
0,Cash loans,M,112500,679500,Working,Higher education,Single / not married,-13390,2
0,Cash loans,F,270000,715095,Pensioner,Secondary / secondary special,Single / not married,-19008,1
0,Cash loans,F,135000,533304,Working,Secondary / secondary special,Single / not married,-16050,3
0,Cash loans,F,90000,538704,Pensioner,Higher education,Married,-21997,2
1,Cash loans,M,180000,283419,Working,Secondary / secondary special,Single / not married,-11028,2
0,Cash loans,F,117000,636138,Pensioner,Secondary / secondary special,Separated,-20870,2
0,Cash loans,F,90000,770913,State servant,Secondary / secondary special,Widow,-19699,3
0,Cash loans,F,112500,279000,Pensioner,Secondary / secondary special,Civil marriage,-20005,3
0,Cash loans,F,78750,117162,Pensioner,Secondary / secondary special,Widow,-23279,2
0,Cash loans,F,112500,558000,Working,Secondary / secondary special,Married,-12925,2
0,Cash loans,M,225000,526491,Commercial associate,Secondary / secondary special,Single / not married,-18524,2
0,Cash loans,M,90000,112068,Commercial associate,Secondary / secondary special,Married,-16993,1
0,Cash loans,M,135000,254700,Working,Secondary / secondary special,Married,-14279,2
0,Cash loans,F,135000,436032,Pensioner,Secondary / secondary special,Single / not married,-21923,2
0,Cash loans,M,135000,225000,Working,Incomplete higher,Single / not married,-7729,2
0,Cash loans,F,180000,1288350,State servant,Secondary / secondary special,Married,-14674,2
0,Cash loans,F,112500,112068,Working,Incomplete higher,Married,-13090,2
0,Cash loans,F,193500,2264220,Commercial associate,Secondary / secondary special,Married,-8280,2
0,Cash loans,F,180000,450000,Commercial associate,Incomplete higher,Married,-9217,2
0,Cash loans,F,171000,835380,State servant,Secondary / secondary special,Married,-18154,2
1,Cash loans,M,135000,497520,Working,Secondary / secondary special,Married,-11776,2
1,Revolving loans,F,135000,270000,Working,Secondary / secondary special,Single / not married,-8268,2
0,Cash loans,F,76500,781920,Working,Secondary / secondary special,Widow,-15601,3
0,Cash loans,F,130500,661500,Working,Secondary / secondary special,Married,-14403,2
0,Cash loans,F,270000,761949,Pensioner,Higher education,Married,-21076,1
0,Cash loans,F,112500,354276,Working,Secondary / secondary special,Separated,-12676,2
0,Cash loans,F,157500,1963494,Working,Secondary / secondary special,Married,-14605,2
0,Cash loans,F,99000,76500,Working,Higher education,Single / not married,-10975,2
0,Cash loans,M,225000,370912.5,Working,Higher education,Civil marriage,-17390,2
0,Cash loans,F,112500,630000,Working,Secondary / secondary special,Civil marriage,-18298,2
0,Cash loans,M,112500,943425,Pensioner,Secondary / secondary special,Married,-23039,3
0,Cash loans,M,31500,112500,Pensioner,Secondary / secondary special,Single / not married,-22167,2
0,Cash loans,F,121500,319500,Working,Secondary / secondary special,Married,-19233,2
0,Revolving loans,M,1350000,1350000,Commercial associate,Higher education,Married,-19895,2
0,Cash loans,F,67500,545040,Working,Secondary / secondary special,Married,-11254,2
0,Cash loans,M,166500,675000,Commercial associate,Secondary / secondary special,Married,-10061,2
0,Cash loans,M,157500,540000,Working,Secondary / secondary special,Married,-16403,2
0,Cash loans,F,405000,781920,Working,Higher education,Married,-17024,2
0,Cash loans,M,112500,314100,Working,Secondary / secondary special,Married,-13611,2
0,Cash loans,F,180000,1057266,State servant,Secondary / secondary special,Married,-19221,3
0,Cash loans,M,157500,203760,Working,Secondary / secondary special,Married,-11426,2
0,Cash loans,M,180000,970380,Commercial associate,Higher education,Married,-21000,3
0,Cash loans,M,121500,254700,Pensioner,Secondary / secondary special,Married,-20993,2
0,Cash loans,M,112500,455040,Working,Secondary / secondary special,Separated,-20176,2
0,Cash loans,F,90000,269550,Pensioner,Secondary / secondary special,Married,-20717,1
0,Cash loans,F,157500,805500,Pensioner,Secondary / secondary special,Married,-20806,2
0,Cash loans,M,371250,1042560,State servant,Higher education,Separated,-12691,2
0,Revolving loans,F,180000,225000,Working,Higher education,Married,-10521,2
0,Revolving loans,F,180000,270000,Working,Higher education,Civil marriage,-10954,2
0,Cash loans,F,450000,1389204,Commercial associate,Higher education,Married,-23123,2
